2024-02-21 16:47:05,757 :- 00001: Feedback Code Starting
2024-02-21 16:47:05,783 :- 00002: 072 , 30.00 , -0.20 || 1708514225, 17.601646350774 , 78.126609670123, 0.01 , 0.01 ,26.90 , 9.96 , 1.02 , 0.11 , 358.68
2024-02-21 16:47:05,812 :- 00003: 075 , 30.00 , -0.20 || 1708514225, 17.601646350774 , 78.126609670123, 0.01 , 0.01 ,27.15 , 10.22 , 1.02 , 0.12 , 358.68
2024-02-21 16:47:05,842 :- 00004: 078 , 30.00 , -0.20 || 1708514225, 17.601653144132 , 78.126609553353, 0.01 , 0.01 ,27.15 , 9.86 , 0.99 , 0.12 , 358.69
2024-02-21 16:47:05,872 :- 00005: 081 , 30.00 , -0.20 || 1708514225, 17.601653144132 , 78.126609553353, 0.01 , 0.01 ,27.15 , 10.24 , 0.98 , 0.14 , 358.69
2024-02-21 16:47:05,903 :- 00006: 084 , 30.00 , -0.20 || 1708514225, 17.601653144132 , 78.126609553353, 0.01 , 0.01 ,27.15 , 9.41 , 0.97 , 0.19 , 358.69
2024-02-21 16:47:05,932 :- 00007: 087 , 30.00 , -0.20 || 1708514225, 17.601660004944 , 78.126609411425, 0.01 , 0.01 ,27.40 , 10.10 , 0.97 , 0.18 , 358.70
2024-02-21 16:47:05,962 :- 00008: 090 , 30.00 , -0.60 || 1708514225, 17.601660004944 , 78.126609411425, 0.01 , 0.01 ,27.40 , 9.66 , 0.96 , 0.22 , 358.70
2024-02-21 16:47:05,992 :- 00009: 093 , 30.00 , -0.70 || 1708514225, 17.601660004944 , 78.126609411425, 0.01 , 0.01 ,27.40 , 9.78 , 0.96 , 0.25 , 358.70
2024-02-21 16:47:06,022 :- 00010: 096 , 30.00 , -0.70 || 1708514226, 17.601660004944 , 78.126609411425, 0.01 , 0.01 ,27.64 , 9.58 , 0.93 , 0.27 , 358.71
2024-02-21 16:47:06,052 :- 00011: 099 , 30.00 , -0.70 || 1708514226, 17.601666931903 , 78.126609284493, 0.01 , 0.01 ,27.64 , 9.75 , 0.94 , 0.31 , 358.71
2024-02-21 16:47:06,082 :- 00012: 102 , 30.00 , -0.80 || 1708514226, 17.601666931903 , 78.126609284493, 0.01 , 0.01 ,27.64 , 10.04 , 0.94 , 0.35 , 358.71
2024-02-21 16:47:06,112 :- 00013: 105 , 30.00 , -0.80 || 1708514226, 17.601666931903 , 78.126609284493, 0.01 , 0.01 ,27.89 , 9.29 , 0.93 , 0.36 , 358.72
2024-02-21 16:47:06,142 :- 00014: 108 , 30.00 , -0.80 || 1708514226, 17.601673918722 , 78.126609163285, 0.01 , 0.01 ,27.89 , 9.96 , 0.95 , 0.41 , 358.73
2024-02-21 16:47:06,172 :- 00015: 111 , 30.00 , -0.90 || 1708514226, 17.601673918722 , 78.126609163285, 0.01 , 0.01 ,27.89 , 9.24 , 0.94 , 0.41 , 358.74
2024-02-21 16:47:06,202 :- 00016: 114 , 30.00 , -0.90 || 1708514226, 17.601673918722 , 78.126609163285, 0.01 , 0.01 ,27.89 , 9.48 , 0.93 , 0.41 , 358.78
2024-02-21 16:47:06,232 :- 00017: 117 , 30.00 , -0.90 || 1708514226, 17.601680976338 , 78.126609042130, 0.01 , 0.01 ,28.13 , 10.06 , 0.93 , 0.42 , 358.80
2024-02-21 16:47:06,262 :- 00018: 120 , 30.00 , -0.90 || 1708514226, 17.601680976338 , 78.126609042130, 0.01 , 0.01 ,28.13 , 9.48 , 0.91 , 0.40 , 358.86
2024-02-21 16:47:06,292 :- 00019: 123 , 30.00 , -1.00 || 1708514226, 17.601680976338 , 78.126609042130, 0.01 , 0.01 ,28.13 , 9.68 , 0.89 , 0.40 , 358.90
2024-02-21 16:47:06,322 :- 00020: 126 , 30.00 , -1.00 || 1708514226, 17.601688074919 , 78.126608921925, 0.01 , 0.01 ,28.37 , 9.66 , 0.87 , 0.38 , 358.97
